bars,seed,density_per_100m2,target_speed_distribution,target_pattern,requested_episodes,actual_episodes,captured,crash,timeout,capture_rate,crash_rate,timeout_rate,bar_contact_rate,below_rate,above_rate,out_of_bounds_rate,action_policy,action_selection,reflection_mode,lateral_task_input_oob_rate,lateral_executed_edge98_rate,lateral_mean_abs,mean_abs_delta_y,sign_flip_y_rate,json_file,log_file
205,42,12.8125,"U[0.3,1.5]",mixed,2049,2049,1389,653,7,0.677891654465593,0.3186920448999512,0.003416300634455832,0.31673987310883356,0.0014641288433382138,0.0,0.0004880429477794046,squashed_gaussian,deterministic,original,0.0,0.04482475828729282,0.796479598428663,0.1213463406679488,0.03115414110429448,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep19100_vs_ep24000_forgetting/ep19100_uniform/205bars.json,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep19100_vs_ep24000_forgetting/ep19100_uniform/205bars.log
