bars,seed,density_per_100m2,target_speed_distribution,target_pattern,requested_episodes,actual_episodes,captured,crash,timeout,capture_rate,crash_rate,timeout_rate,bar_contact_rate,below_rate,above_rate,out_of_bounds_rate,action_policy,action_selection,reflection_mode,lateral_task_input_oob_rate,lateral_executed_edge98_rate,lateral_mean_abs,mean_abs_delta_y,sign_flip_y_rate,speed_governor_mode,speed_governor_target_exclusion,governor_intervention_rate,governor_mean_requested_speed_mps,governor_mean_executed_speed_mps,governor_contact_actual_speed_mps,json_file,log_file
70,509,4.375,"U[0.3,1.5]",mixed,2049,2051,1463,385,203,0.7133105802047781,0.18771331058020477,0.09897610921501707,0.12042905899561189,0.0,0.0,0.06728425158459288,squashed_gaussian,deterministic,original,0.0,0.0,0.6323203240078336,0.09440807173850217,0.002128105925211701,riskcap,camera_lidar_association,0.0575855559125964,2.2804866242346904,2.2407261273943306,1.008503755969316,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_arc_attribution_seed509/riskcap/70bars.json,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_arc_attribution_seed509/riskcap/70bars.log
