bars,seed,density_per_100m2,target_speed_distribution,target_pattern,requested_episodes,actual_episodes,captured,crash,timeout,capture_rate,crash_rate,timeout_rate,bar_contact_rate,below_rate,above_rate,out_of_bounds_rate,action_policy,action_selection,reflection_mode,lateral_task_input_oob_rate,lateral_executed_edge98_rate,lateral_mean_abs,mean_abs_delta_y,sign_flip_y_rate,speed_governor_mode,speed_governor_target_exclusion,governor_intervention_rate,governor_mean_requested_speed_mps,governor_mean_executed_speed_mps,governor_contact_actual_speed_mps,json_file,log_file
70,521,4.375,"U[0.3,1.5]",mixed,2049,2050,1773,235,42,0.8648780487804878,0.11463414634146342,0.02048780487804878,0.09560975609756098,0.0,0.0,0.01902439024390244,squashed_gaussian,deterministic,original,0.0,0.032187905580791695,0.8484485358057821,0.058175667422727895,0.004317903752039152,riskcap,camera_lidar_association,0.09792494727449708,3.003347595660863,2.9217654317385775,1.0971699523910576,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_grid_r2_d4_trainseed_rep/T0s233_d070_riskcap/70bars.json,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_grid_r2_d4_trainseed_rep/T0s233_d070_riskcap/70bars.log
