bars,seed,density_per_100m2,target_speed_distribution,target_pattern,requested_episodes,actual_episodes,captured,crash,timeout,capture_rate,crash_rate,timeout_rate,bar_contact_rate,below_rate,above_rate,out_of_bounds_rate,action_policy,action_selection,reflection_mode,lateral_task_input_oob_rate,lateral_executed_edge98_rate,lateral_mean_abs,mean_abs_delta_y,sign_flip_y_rate,json_file,log_file
205,42,12.8125,"U[0.3,1.5]",mixed,2049,2051,1440,605,6,0.7020965382740126,0.29497805948317896,0.0029254022428083864,0.2818137493905412,0.01218917601170161,0.0,0.0009751340809361287,squashed_gaussian,deterministic,original,0.0,0.07173739346590909,0.8306816786866297,0.12748234133848976,0.03556637263339071,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep24000_ttc_main_ttc/205bars.json,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep24000_ttc_main_ttc/205bars.log
