bars,seed,density_per_100m2,target_speed_distribution,target_pattern,requested_episodes,actual_episodes,captured,crash,timeout,capture_rate,crash_rate,timeout_rate,bar_contact_rate,below_rate,above_rate,out_of_bounds_rate,action_policy,action_selection,reflection_mode,lateral_task_input_oob_rate,lateral_executed_edge98_rate,lateral_mean_abs,mean_abs_delta_y,sign_flip_y_rate,json_file,log_file
205,43,12.8125,"U[0.3,1.5]",mixed,2049,2049,1491,507,51,0.7276720351390923,0.24743777452415813,0.024890190336749635,0.23865300146412885,0.008784773060029283,0.0,0.0,squashed_gaussian,deterministic,original,0.0,0.034672439759036146,0.8202020441193179,0.11470232613351179,0.028691169436578016,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep24000_causal_1to3/seed43/205bars.json,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep24000_causal_1to3/seed43/205bars.log
