bars,seed,density_per_100m2,target_speed_distribution,target_pattern,requested_episodes,actual_episodes,captured,crash,timeout,capture_rate,crash_rate,timeout_rate,bar_contact_rate,below_rate,above_rate,out_of_bounds_rate,action_policy,action_selection,reflection_mode,lateral_task_input_oob_rate,lateral_executed_edge98_rate,lateral_mean_abs,mean_abs_delta_y,sign_flip_y_rate,speed_governor_mode,speed_governor_target_exclusion,governor_intervention_rate,governor_mean_requested_speed_mps,governor_mean_executed_speed_mps,governor_contact_actual_speed_mps,json_file,log_file
205,49,12.8125,"U[0.3,1.5]",mixed,2049,2050,1675,327,48,0.8170731707317073,0.15951219512195122,0.023414634146341463,0.15365853658536585,0.0034146341463414634,0.0,0.0024390243902439024,squashed_gaussian,deterministic,original,0.0,0.03521629483347566,0.8032190581094903,0.11464591905327504,0.02758391268846543,riskcap,camera_lidar_association,0.2565882525619129,2.9529520098307955,2.7413389366564176,1.1222599126871615,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_arc_attribution_205bars_seed49/riskcap/205bars.json,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_arc_attribution_205bars_seed49/riskcap/205bars.log
