bars,seed,density_per_100m2,target_speed_distribution,target_pattern,requested_episodes,actual_episodes,captured,crash,timeout,capture_rate,crash_rate,timeout_rate,bar_contact_rate,below_rate,above_rate,out_of_bounds_rate,action_policy,action_selection,reflection_mode,lateral_task_input_oob_rate,lateral_executed_edge98_rate,lateral_mean_abs,mean_abs_delta_y,sign_flip_y_rate,json_file,log_file
205,42,12.8125,fixed:1.5,mixed,2049,2049,1380,630,39,0.6734992679355783,0.3074670571010249,0.01903367496339678,0.2996583699365544,0.003416300634455832,0.0,0.004392386530014641,squashed_gaussian,deterministic,original,0.0,0.04915794787077827,0.821468353067259,0.11537866005853209,0.029487525546600855,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep19100_vs_ep24000_forgetting/ep24000_fast1p5/205bars.json,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep19100_vs_ep24000_forgetting/ep24000_fast1p5/205bars.log
