bars,seed,density_per_100m2,target_speed_distribution,target_pattern,requested_episodes,actual_episodes,captured,crash,timeout,capture_rate,crash_rate,timeout_rate,bar_contact_rate,below_rate,above_rate,out_of_bounds_rate,action_policy,action_selection,reflection_mode,lateral_task_input_oob_rate,lateral_executed_edge98_rate,lateral_mean_abs,mean_abs_delta_y,sign_flip_y_rate,speed_governor_mode,speed_governor_target_exclusion,governor_intervention_rate,governor_mean_requested_speed_mps,governor_mean_executed_speed_mps,governor_contact_actual_speed_mps,json_file,log_file
205,53,12.8125,"U[0.3,1.5]",mixed,2049,2049,1448,543,58,0.7066861883845779,0.26500732064421667,0.028306490971205467,0.2567105905319668,0.007320644216691069,0.0,0.0009760858955588092,squashed_gaussian,deterministic,original,0.0,0.03413083611243449,0.820065565339834,0.11286473668768186,0.027523865273775216,off,camera_lidar_association,0.0,2.960385530216343,2.960385530216343,1.4871608533315757,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_governor_adaptation_abc_seed53_schema2/A_off/205bars/205bars.json,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_governor_adaptation_abc_seed53_schema2/A_off/205bars/205bars.log
