bars,seed,density_per_100m2,target_speed_distribution,target_pattern,requested_episodes,actual_episodes,captured,crash,timeout,capture_rate,crash_rate,timeout_rate,bar_contact_rate,below_rate,above_rate,out_of_bounds_rate,action_policy,action_selection,lateral_task_input_oob_rate,lateral_executed_edge98_rate,lateral_mean_abs,mean_abs_delta_y,sign_flip_y_rate,json_file,log_file
205,42,12.8125,"U[0.3,1.5]",mixed,2049,2049,1380,623,46,0.6734992679355783,0.30405075646656904,0.02244997559785261,0.28550512445095166,0.01708150317227916,0.0,0.0014641288433382138,squashed_gaussian,stochastic,0.0,0.07080310418648905,0.8043474187803313,0.1733644093648135,0.03921612709832134,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep24000_action_stochastic/205bars.json,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep24000_action_stochastic/205bars.log
