bars,seed,density_per_100m2,target_speed_distribution,target_pattern,requested_episodes,actual_episodes,captured,crash,timeout,capture_rate,crash_rate,timeout_rate,bar_contact_rate,below_rate,above_rate,out_of_bounds_rate,action_policy,action_selection,reflection_mode,lateral_task_input_oob_rate,lateral_executed_edge98_rate,lateral_mean_abs,mean_abs_delta_y,sign_flip_y_rate,json_file,log_file
205,42,12.8125,"U[0.3,1.5]",mixed,4096,4096,2874,1088,134,0.70166015625,0.265625,0.03271484375,0.255126953125,0.0087890625,0.0,0.001708984375,squashed_gaussian,deterministic,conjugate,0.0,0.032431234007908816,0.8181209073673433,0.11402315706761099,0.027931559255671194,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep24000_causal_1to3/mirror_conjugate/205bars.json,/home/fair/workspaces/aerial_gym_ws/src/aerial_gym_simulator/results/navrl_v2_ep24000_causal_1to3/mirror_conjugate/205bars.log
